ticker,entry_date,entry_bar,entry_price,gap_pct,gap_midpoint,prior_close,exit_date,exit_bar,exit_price,exit_reason,return_pct,hold_bars
AAPL,2025-06-20,1,86.0,-7.0,89.2335,92.47,2025-06-27,2,80.2532,hard_max,-6.6823,8
AMD,2025-06-24,1,87.0,-7.5,90.5231,94.05,2025-07-01,2,81.1864,hard_max,-6.6823,9
AMZN,2025-06-26,1,88.0,-4.0,89.8366,91.67,2025-07-04,2,82.1196,hard_max,-6.6823,10
ARM,2025-07-01,1,89.0,-4.5,91.0932,93.19,2025-07-09,2,83.0528,hard_max,-6.6823,11
AVGO,2025-07-03,1,90.0,-5.0,92.3715,94.74,2025-07-14,2,83.9859,hard_max,-6.6823,12
BA,2025-07-08,1,91.0,-5.5,93.6518,96.3,2025-07-17,2,84.9191,hard_max,-6.6823,13
BABA,2025-07-10,1,92.0,-6.0,94.9339,97.87,2025-07-22,2,85.8523,hard_max,-6.6823,14
BIDU,2025-07-14,1,93.0,-6.5,96.2372,99.47,2025-07-24,2,86.7855,hard_max,-6.6823,15
C,2025-07-17,1,94.0,-7.0,97.5422,101.08,2025-07-30,2,87.7186,hard_max,-6.6823,16
COIN,2025-07-21,1,95.0,-7.5,98.8488,102.7,2025-08-01,2,88.6518,hard_max,-6.6823,17
COST,2025-07-24,1,96.0,-4.0,98.0,100.0,2025-07-28,2,89.585,hard_max,-6.6823,2
GOOGL,2025-07-28,1,97.0,-4.5,99.2847,101.57,2025-07-30,2,90.5182,hard_max,-6.6823,3
GS,2025-07-30,1,98.0,-5.0,100.581,103.16,2025-08-04,2,91.4513,hard_max,-6.6823,4
INTC,2025-08-04,1,99.0,-5.5,101.8791,104.76,2025-08-07,2,92.3845,hard_max,-6.6823,5
JD,2025-08-06,1,100.0,-6.0,103.1886,106.38,2025-08-12,2,93.3177,hard_max,-6.6823,6
JPM,2025-08-11,1,101.0,-6.5,104.5093,108.02,2025-08-15,2,94.2509,hard_max,-6.6823,7
MARA,2025-08-13,1,102.0,-7.0,105.8412,109.68,2025-08-20,2,95.1841,hard_max,-6.6823,8
META,2025-08-15,1,103.0,-7.5,107.1744,111.35,2025-08-22,2,96.1172,hard_max,-6.6823,9
MSFT,2025-08-20,1,104.0,-4.0,106.1634,108.33,2025-08-28,2,97.0504,hard_max,-6.6823,10
MSTR,2025-08-22,1,105.0,-4.5,107.4761,109.95,2025-09-01,2,97.9836,hard_max,-6.6823,11
MU,2025-08-26,1,106.0,-5.0,108.7905,111.58,2025-09-04,2,98.9168,hard_max,-6.6823,12
NVDA,2025-08-29,1,107.0,-5.5,110.1162,113.23,2025-09-09,2,99.8499,hard_max,-6.6823,13
PLTR,2025-09-02,1,108.0,-6.0,111.4433,114.89,2025-09-12,2,100.7831,hard_max,-6.6823,14
SMCI,2025-09-05,1,109.0,-6.5,112.7912,116.58,2025-09-17,2,101.7163,hard_max,-6.6823,15
TSLA,2025-09-09,1,110.0,-7.0,114.1402,118.28,2025-09-22,2,102.6495,hard_max,-6.6823,16
TSM,2025-09-11,1,111.0,-7.5,115.5,120.0,2025-09-24,2,103.5826,hard_max,-6.6823,17
V,2025-09-16,1,112.0,-4.0,114.3366,116.67,2025-09-18,2,104.5158,hard_max,-6.6823,2
AAPL,2025-09-18,1,113.0,-4.5,115.6578,118.32,2025-09-22,2,105.449,hard_max,-6.6823,3
AMD,2025-09-23,1,114.0,-5.0,117.0,120.0,2025-09-26,2,106.3822,hard_max,-6.6823,4
AMZN,2025-09-25,1,115.0,-5.5,118.3435,121.69,2025-09-30,2,107.3154,hard_max,-6.6823,5
ARM,2025-09-29,1,116.0,-6.0,119.698,123.4,2025-10-03,2,108.2485,hard_max,-6.6823,6
AVGO,2025-10-02,1,117.0,-6.5,121.0633,125.13,2025-10-08,2,109.1817,hard_max,-6.6823,7
BA,2025-10-06,1,118.0,-7.0,122.4392,126.88,2025-10-13,2,110.1149,hard_max,-6.6823,8
BABA,2025-10-09,1,119.0,-7.5,123.8256,128.65,2025-10-16,2,111.0481,hard_max,-6.6823,9
BIDU,2025-10-13,1,120.0,-4.0,122.5,125.0,2025-10-21,2,111.9812,hard_max,-6.6823,10
C,2025-10-15,1,121.0,-4.5,123.8493,126.7,2025-10-23,2,112.9144,hard_max,-6.6823,11
COIN,2025-10-20,1,122.0,-5.0,125.2095,128.42,2025-10-29,2,113.8476,hard_max,-6.6823,12
COST,2025-10-22,1,123.0,-5.5,126.5806,130.16,2025-10-31,2,114.7808,hard_max,-6.6823,13
GOOGL,2025-10-27,1,124.0,-6.0,127.9527,131.91,2025-11-06,2,115.7139,hard_max,-6.6823,14
GS,2025-10-29,1,125.0,-6.5,129.3451,133.69,2025-11-10,2,116.6471,hard_max,-6.6823,15
INTC,2025-10-31,1,126.0,-7.0,130.7382,135.48,2025-11-13,2,117.5803,hard_max,-6.6823,16
JD,2025-11-05,1,127.0,-7.5,132.1513,137.3,2025-11-18,2,118.5135,hard_max,-6.6823,17
JPM,2025-11-07,1,128.0,-4.0,130.6634,133.33,2025-11-11,2,119.4467,hard_max,-6.6823,2
MARA,2025-11-12,1,129.0,-4.5,132.0407,135.08,2025-11-14,2,120.3798,hard_max,-6.6823,3
META,2025-11-14,1,130.0,-5.0,133.419,136.84,2025-11-19,2,121.313,hard_max,-6.6823,4
MSFT,2025-11-18,1,131.0,-5.5,134.808,138.62,2025-11-21,2,122.2462,hard_max,-6.6823,5
MSTR,2025-11-21,1,132.0,-6.0,136.2171,140.43,2025-11-27,2,123.1794,hard_max,-6.6823,6
MU,2025-11-25,1,133.0,-6.5,137.6269,142.25,2025-12-01,2,124.1125,hard_max,-6.6823,7
NVDA,2025-11-28,1,134.0,-7.0,139.0469,144.09,2025-12-05,2,125.0457,hard_max,-6.6823,8
PLTR,2025-12-02,1,135.0,-7.5,140.4769,145.95,2025-12-09,2,125.9789,hard_max,-6.6823,9
SMCI,2025-12-04,1,136.0,-4.0,138.8366,141.67,2025-12-12,2,126.9121,hard_max,-6.6823,10
TSLA,2025-12-09,1,137.0,-4.5,140.2322,143.46,2025-12-17,2,127.8452,hard_max,-6.6823,11
TSM,2025-12-11,1,138.0,-5.0,141.6285,145.26,2025-12-22,2,128.7784,hard_max,-6.6823,12
V,2025-12-16,1,139.0,-5.5,143.045,147.09,2025-12-25,2,129.7116,hard_max,-6.6823,13
AAPL,2025-12-18,1,140.0,-6.0,144.4718,148.94,2025-12-30,2,130.6448,hard_max,-6.6823,14
AMD,2025-12-22,1,141.0,-6.5,145.899,150.8,2025-12-31,2,131.578,hard_max,-6.6823,15
AMZN,2025-12-25,1,142.0,-7.0,147.3458,152.69,2025-12-31,2,132.5111,hard_max,-6.6823,16
ARM,2025-12-29,1,143.0,-7.5,148.7929,154.59,2025-12-31,2,133.4443,hard_max,-6.6823,17
